dilirank_name,smiles,is_dili,drugbank_id,targets,n_targets
Meperidine hydrochloride,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,0,DB00454,"['P41145', 'Q05586', 'Q13224', 'Q12879', 'Q14957', 'O15399', 'P11229', 'P35372', 'Q01959', 'P23975', 'P31645', 'P23141']",12
Mepivacaine hydrochloride,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,1,DB00961,['Q9Y5Y9'],1
Meprobamate,CCCC(C)(COC(=O)N)COC(=O)N,0,DB00371,"['Q9HBH1', 'Q02156', 'P14867', 'P14867', 'P47869', 'P34903', 'P48169', 'P31644', 'Q16445']",9
Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,1,DB01033,"['P00492', 'P20839', 'Q06203', 'P20839']",4
Meropenem,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,1,DB00760,['P24228'],1
Mesalamine,C1=CC(=C(C=C1N)C(=O)O)O,1,DB00244,"['P35354', 'P23219', 'P09917', 'P37231', 'O15111', 'O14920', 'P35228']",7
Metaproterenol sulfate,CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,0,DB00816,['P07550'],1
Metformin hydrochloride,CN(C)C(=N)N=C(N)N.Cl,1,DB00331,"['Q96FL8', 'O00763', 'Q16134', 'Q9Y478', 'P21695']",5
Methamphetamine hydrochloride,CC(CC1=CC=CC=C1)NC.Cl,0,DB01577,"['P14416', 'P35368', 'Q01959', 'P31645', 'P23975', 'Q05940', 'P54219', 'Q96RJ0', 'P08913', 'P18089', 'P18825', 'P21397', 'P27338']",13
Methazolamide,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,1,DB00703,"['P00915', 'P22748', 'P00918', 'P43166', 'P07451']",5
Methimazole,CN1C=CNC1=S,1,DB00763,['P07202'],1
Methionine,CSCCC(C(=O)O)N,0,DB00134,"['Q9UBK8', 'Q99707', 'P50579', 'Q93088', 'Q9H2M3']",5
Methotrexate sodium,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],1,DB00563,"['P04818', 'P41440', 'Q96NT5', 'P31939', 'P00374']",5
Methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,1,DB00553,['P11509'],1
Methscopolamine bromide,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-],0,DB00462,"['P08172', 'P11229', 'P20309']",3
Methsuximide,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,0,DB05246,['O43497'],1
Methyldopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N,1,DB00968,"['P14416', 'P20711', 'P08913']",3
Methylergonovine maleate,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=CC(=O)O)C(=O)O,0,DB00353,"['P21728', 'P41595']",2
Methylphenidate hydrochloride,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,1,DB00422,"['Q01959', 'P08908', 'P23975']",3
Methylprednisolone,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1,DB00959,"['P04150', 'P04083']",2
Methyltestosterone,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,1,DB06710,"['P10275', 'P03372']",2
Methysergide maleate,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C.C(=CC(=O)O)C(=O)O,0,DB00247,"['P41595', 'P28335', 'P28223', 'P08908', 'P34969', 'P28222', 'P30939', 'P28566']",8
Metoclopramide hydrochloride,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.O.Cl,1,DB01233,"['Q13639', 'P46098', 'P11229', 'P14416']",4
Metoprolol tartrate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(C(C(=O)O)O)(C(=O)O)O,1,DB00264,"['P08588', 'P07550', 'P08588']",3
Metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],1,DB00916,['O25608'],1
Metyrapone,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,0,DB01011,"['P15538', 'P00183']",2
Metyrosine,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,0,DB00765,['P07101'],1
Mexiletine hydrochloride,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,1,DB00379,"['Q14524', 'P35869']",2
Micafungin sodium,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)[O-])O)O)C(CC(=O)N)O)C)O)O)O.[Na+],1,DB01141,"['A2QLK4', 'P40989']",2
Midazolam hydrochloride,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F.Cl,0,DB00683,"['P30536', 'P14867', 'P14867', 'P29274']",4
Midodrine hydrochloride,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl,0,DB00211,"['P35348', 'P35368', 'P25100']",3
Mifepristone,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,1,DB00834,"['P06401', 'P04150', 'P07288', 'O75469']",4
Migalastat hydrochloride,C1C(C(C(C(N1)CO)O)O)O.Cl,0,DB05018,['P06280'],1
Miglitol,C1C(C(C(C(N1CCO)CO)O)O)O,0,DB00491,"['P10253', 'Q14697', 'Q8TET4', 'O43451']",4
Miglustat,CCCCN1CC(C(C(C1CO)O)O)O,0,DB00419,['Q16739'],1
Milnacipran hydrochloride,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,1,DB04896,"['P31645', 'P23975', 'Q05586']",3
Minocycline hydrochloride,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,1,DB01017,"['P0A7X3', 'P0A7V8', 'P01584', 'P09917', 'P14780', 'P15692', 'P29466', 'P42574', 'P99999', 'P28482', 'P35228']",11
Minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,0,DB00350,"['P48048', 'P00797', 'P23219']",3
Mirtazapine,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,1,DB00370,"['P28223', 'Q9UE69', 'P08913', 'P28335', 'P35348', 'P41145', 'P35367']",7
Mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,0,DB00648,"['P15538', 'P03372', 'P06401', 'P10275', 'P10109']",5
Mitoxantrone hydrochloride,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,1,DB01204,"['Q02880', 'P11388']",2
Modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,1,DB00745,"['Q01959', 'P35368']",2
Montelukast sodium,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)[O-])O.[Na+],1,DB00471,"['Q9Y271', 'P09917']",2
Morphine sulfate,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.OS(=O)(=O)O,0,DB00295,"['P35372', 'P41145', 'P41143', 'Q9Y6Y9']",4
Moxifloxacin hydrochloride,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl,1,DB00218,"['P20831', 'P0A0K8', 'P43700', 'P43702', 'P11388', 'P27169']",6
Moxisylyte,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,1,DB09205,"['P25100', 'P35348']",2
Mycophenolate mofetil,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,1,DB00688,"['P43116', 'P20839', 'P12268', 'Q03393']",4
Nabilone,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,0,DB00486,"['P34972', 'P21554']",2
Nafcillin sodium,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],1,DB00607,"['Q7CRA4', 'P0A3M6', 'Q8DNB6', 'Q75Y35', 'Q8DR59']",5
Nalbuphine hydrochloride,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,0,DB00844,"['P41145', 'P35372', 'P41143']",3
Naloxone hydrochloride,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl,0,DB01183,"['P35372', 'P41143', 'P41145', 'P16220', 'P03372', 'O00206', 'P23141']",7
Nandrolone phenpropionate,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35,1,DB00984,['P10275'],1
Naproxen,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1,DB00788,"['P16233', 'P23219', 'P35354', 'Q51911']",4
Nefazodone hydrochloride,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,1,DB01149,"['P28223', 'P28335', 'P31645', 'P08908', 'P23975', 'Q01959', 'P35368', 'P08913', 'P35348', 'Q12809']",10
Nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,1,DB01280,"['P09884', 'P18858', 'P49642', 'P23921']",4
Nelfinavir mesylate,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O.CS(=O)(=O)O,1,DB00220,['O90777'],1
Neomycin sulfate,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,0,DB00994,"['P0A7S3', 'P41180']",2
Nesiritide,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CCSC)NC(=O)C(CCCCN)NC(=O)C3CCCN3C(=O)C(CO)N)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC4=CNC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO,0,DB04899,"['P16066', 'P20594', 'P17342']",3
Nevirapine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,1,DB00238,"['P03366', 'Q72547']",2
Niacin,C1=CC(=CN=C1)C(=O)O,1,DB00627,"['P49019', 'Q96PD7', 'Q8TDS4', 'Q15274', 'P40261']",5
Nialamide,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,1,DB04820,"['P27338', 'P21397', 'P21964']",3
Nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1,DB01115,"['Q13936', 'Q01668', 'Q08289', 'O75469', 'Q13698', 'Q9UK17', 'O43497', 'P0DP23']",8
Nifurtimox,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+](=O)[O-],0,DB11820,['P22513'],1
Nilotinib hydrochloride,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.Cl,1,DB04868,"['P00519', 'P10721']",2
Nilutamide,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,1,DB00665,['P10275'],1
Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,1,DB04743,"['P35354', 'P50591', 'P02788', 'Q9NZK7']",4
Niperotidine,CN(C)CC1=CC=C(O1)CSCCNC(=C[N+](=O)[O-])NCC2=CC3=C(C=C2)OCO3,1,DB13760,['P25021'],1
Nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],0,DB00507,['P94692'],1
Nitrofurantoin,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],1,DB00698,"['P52647', 'P17117', 'P0A7R5']",3
Nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0,DB00727,"['P00533', 'Q02108', 'Q02153', 'P16066']",4
Nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,1,DB00585,['P25021'],1
Nomifensine,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,1,DB04821,"['P14416', 'P23975', 'Q01959', 'P27338', 'P21397', 'P05164', 'P31645', 'Q05940']",8
Norethindrone acetate,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,0,DB00717,"['P06401', 'P10275', 'P04150']",3
Norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,1,DB01059,"['P43700', 'P0A0K8', 'P43702', 'P11388', 'P20831', 'P11388', 'P0C1U9']",7
Nortriptyline hydrochloride,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,1,DB00540,"['P23975', 'P31645', 'P28223', 'P08908', 'P35367', 'P35348', 'P25100', 'P28335', 'P35368', 'P08913', 'P08588', 'P14416', 'O00264', 'P08909', 'P11229']",15
Obeticholic acid,CCC1C2CC(CCC2(C3CCC4(C(C3C1O)CCC4C(C)CCC(=O)O)C)C)O,1,DB05990,['Q96RI1'],1
Octreotide acetate,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O.CC(=O)O,1,DB00104,['P30874'],1
Ofloxacin,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,1,DB01165,"['P43700', 'P0A0K8', 'P20831', 'P43702', 'P11388']",5
Olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,1,DB00334,"['P28223', 'P14416', 'P21728', 'P21918', 'P35462', 'P21917', 'P28335', 'P46098', 'P50406', 'P35367', 'P35348', 'P35368', 'P11229', 'P08172', 'P20309', 'P08173', 'P21728', 'P08588', 'P08908', 'P14867']",20
Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,1,DB09074,"['P09874', 'Q9UGN5', 'Q9Y6F1', 'P42330']",4
Olsalazine sodium,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)[O-])C(=O)O)C(=O)O)[O-].[Na+].[Na+],1,DB01250,"['P23219', 'P51580', 'P47989']",3
Omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1,DB00338,"['P20648', 'P51164', 'P35869']",3
Ondansetron hydrochloride,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.Cl,1,DB00904,"['P46098', 'Q13639', 'P35372', 'P08908', 'P28222']",5
Opicapone,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-],0,DB11632,['P21964'],1
Orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,1,DB01083,"['P16233', 'P21554', 'P07098', 'P49327']",4
Orphenadrine hydrochloride,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl,0,DB01173,"['O15399', 'Q05586', 'O60391', 'Q8TCU5', 'P35367', 'P23975', 'Q9Y5Y9']",7
Osimertinib mesylate,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC.CS(=O)(=O)O,1,DB09330,['P00533'],1
Ospemifene,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl,0,DB04938,['P03372'],1
Oxacillin sodium,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],1,DB00713,"['Q75Y35', 'Q8DNB6', 'Q8DR59', 'P0A3M6', 'Q7CRA4', 'Q8XJ01', 'P46059', 'D6R448', 'Q16348', 'Q47066']",10
Oxandrolone,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,1,DB00621,['P10275'],1
Oxaprozin,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,DB00991,"['P23219', 'P35354']",2
Oxcarbazepine,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1,DB00776,"['Q9UI33', 'P35498']",2
Oxycodone hydrochloride,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O.Cl,1,DB00497,"['P35372', 'P41145', 'P41143']",3
Oxymetholone,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,1,DB06412,"['P10275', 'P16860']",2
Oxymorphone hydrochloride,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl,0,DB01192,"['P35372', 'P41143']",2
Oxytocin,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0,DB00107,"['P30559', 'P47901', 'P30518', 'P37288']",4
Paclitaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1,DB01229,"['Q9H4B7', 'P10415', 'O75469']",3
Pafolacianine sodium,CC1(C2=C(C=CC(=C2)S(=O)(=O)[O-])[N+](=C1C=CC3=C(C(=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC(=C5)S(=O)(=O)[O-])(C)C)CCC3)OC6=CC=C(C=C6)CC(C(=O)[O-])NC(=O)C7=CC=C(C=C7)NCC8=CN=C9C(=N8)C(=O)NC(=N9)N)CCCCS(=O)(=O)[O-])C.[Na+].[Na+].[Na+].[Na+],0,DB15413,['P15328'],1
Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,1,DB09073,"['P11802', 'Q00534']",2
Paliperidone,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,DB01267,"['P28223', 'P14416', 'P21917', 'P35462', 'P28335', 'P35367', 'P35348', 'P35368', 'P28221', 'P08913', 'P18089', 'P18825', 'P08908', 'P21728', 'P34969']",15
Pantoprazole sodium,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC(F)F)OC.[Na+],1,DB00213,"['P20648', 'P51164', 'O94760']",3
Papaverine hydrochloride,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,1,DB01113,"['Q08499', 'O76074', 'Q07343', 'Q9Y233', 'Q08499']",5
Paromomycin sulfate,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,0,DB01421,"['Q5SHN7', 'P08865', 'Q96L21']",3
Paroxetine hydrochloride,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,1,DB00715,"['P31645', 'P23975', 'P28223', 'P35348', 'P08913', 'P08588', 'P14416', 'P35367', 'P08908', 'P11229', 'P41595', 'P21728']",12
Pazopanib hydrochloride,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,1,DB06589,"['P17948', 'P35968', 'P35916', 'P16234', 'P09619', 'P10721', 'P22607', 'Q08881', 'P05230', 'Q9UQQ2']",10
Pegfilgrastim,CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,0,DB00019,['Q99062'],1
Penbutolol sulfate,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O.OS(=O)(=O)O,0,DB01359,"['P08588', 'P07550', 'P08908', 'P28222']",4
Penicillin v potassium,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],0,DB00417,"['Q53707', 'Q8XJ01', 'P24228', 'P12256', 'P46059']",5
Pentagastrin,CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N,0,DB00183,['P32239'],1
Pentostatin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,1,DB00552,['P00813'],1
