drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full
DB06255,Incadronic acid,Aminocaproic acid,4,vNo-DILI-concern,0,0.4158095390237908,0.1225656766975351,0.0909045970928445,430,C(CCC(=O)O)CCN,"['FDPS', 'CASP3', 'CASP4', 'CASP7']","['FDPS', 'CASP3', 'CASP4', 'CASP7']",0.5901000000000001,131.17499999999998,2.0,2.0,63.31999999999999,5.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.4158095390237908,0,0.9654937
DB06262,Droxidopa,Droxidopa,5,vNo-DILI-concern,0,-0.0543800162217583,0.0681269313356162,0.0737188971866739,677,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2', 'PAH']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2', 'PAH']",-0.4569000000000003,213.189,5.0,5.0,124.01,3.0,5,0,0,0,0,0,0.0,0.0,0,0,0,-0.0543800162217583,0,0.08758542
DB06408,Taribavirin,Ribavirin,3,vLess-DILI-concern,1,0.0082063805390526,0.0498232646158049,0.0486733354915339,271,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,"['IMPDH1', 'ENPP1', 'NT5C2']","['IMPDH1', 'ENPP1', 'NT5C2']",-3.0114999999999994,244.20699999999994,4.0,8.0,143.72000000000003,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.0082063805390526,0,0.012135754
DB06423,Endostatin,Pentostatin,4,vMost-DILI-concern,1,0.7474623775250085,0.2840590819149256,0.212418257653464,431,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,"['MMP2', 'MMP9', 'PTK2', 'SELE']","['MMP2', 'MMP9', 'PTK2', 'SELE']",-0.9890000000000003,268.273,4.0,8.0,112.13000000000001,2.0,4,1,0,0,0,1,0.25,0.25,1,0,0,0.7474623775250085,1,0.985543
DB06461,Squalamine,Mesalamine,3,vLess-DILI-concern,1,-0.2557837800037763,0.1357648729269896,0.1625849036552609,307,C1=CC(=C(C=C1N)C(=O)O)O,"['VEGFC', 'PDGFA', 'VEGFB']","['VEGFC', 'PDGFA', 'VEGFB']",0.6725999999999999,153.137,3.0,3.0,83.55000000000001,1.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2557837800037763,0,0.9903376
DB06589,Pazopanib,Pazopanib hydrochloride,7,vMost-DILI-concern,1,0.9001673411038961,0.2939879101853879,0.1865480255467277,767,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR3', 'SH2B3']","['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR3', 'SH2B3']",3.560840000000001,473.9900000000002,2.0,8.0,119.02999999999999,5.0,7,1,0,0,0,1,0.14285714285714285,0.14285714285714285,1,0,1,0.9001673411038961,1,0.99944216
DB07374,Anisomycin,Vancomycin hydrochloride,12,vLess-DILI-concern,1,0.0591032957075048,0.0476460287638765,0.0393135585570308,229,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']","['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11', 'SNU13']",0.5280000000000049,1485.7320000000004,19.0,25.0,530.4899999999999,13.0,12,0,0,0,0,0,0.0,0.0,0,0,0,0.0591032957075048,0,0.4808989
DB07919,Harmine,Thiamine hydrochloride,3,vNo-DILI-concern,0,-0.1360723487367579,0.045065299515678,0.0564927492416943,401,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],"['DYRK2', 'DYRK1A', 'MAOA']","['DYRK2', 'DYRK1A', 'MAOA']",-1.966459999999998,337.27599999999995,2.0,5.0,75.91,4.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.1360723487367579,0,0.021773605
DB08437,Puromycin,Paromomycin sulfate,11,vNo-DILI-concern,0,0.0601872367006729,0.0457448778212174,0.0372549463079685,207,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,"['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11']","['RPL13A', 'RPL23', 'RPL15', 'RPL19', 'RPL23A', 'RSL24D1', 'RPL26L1', 'RPL8', 'RPL37', 'RPL3', 'RPL11']",-9.514500000000016,713.7130000000004,15.0,21.0,421.92,9.0,11,0,0,0,0,0,0.0,0.0,0,0,0,0.0601872367006729,0,0.74791896
DB08868,Fingolimod,Fingolimod hydrochloride,3,vMost-DILI-concern,1,-0.0117156741325252,0.0314959441995192,0.032817708177489,444,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl,"['S1PR1', 'S1PR3', 'HDAC1']","['S1PR1', 'S1PR3', 'HDAC1']",3.626100000000002,343.939,3.0,3.0,66.48,12.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0117156741325252,0,0.5360108
DB08889,Carfilzomib,Carfilzomib,6,vMost-DILI-concern,1,0.0209860102298358,0.0243951544768478,0.021702397276902,341,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,"['PSMB5', 'PSMB8', 'PSMB1', 'PSMB9', 'PSMB2', 'PSMB10']","['PSMB5', 'PSMB8', 'PSMB1', 'PSMB9', 'PSMB2', 'PSMB10']",2.5835000000000052,719.924,4.0,8.0,158.47,20.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0209860102298358,0,0.33489463
DB08896,Regorafenib,Regorafenib,14,vMost-DILI-concern,1,0.5530581609157462,0.4064725493082543,0.3465414122510855,1262,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,"['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1']","['FLT1', 'KDR', 'FLT4', 'PDGFRA', 'PDGFRB', 'FGFR1', 'FGFR2', 'TEK', 'EPHA2', 'RAF1', 'BRAF', 'MAPK11', 'FRK', 'ABL1']",5.688800000000001,482.8210000000001,3.0,4.0,92.35,5.0,14,1,0,0,0,1,0.07142857142857142,0.07142857142857142,1,0,1,0.5530581609157462,1,0.99918014
DB09006,Clinofibrate,Clofibrate,3,vLess-DILI-concern,1,0.6999215664214294,0.235817469643668,0.1579909657951927,386,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,"['PPARA', 'PPARG', 'PPARD']","['PPARA', 'PPARG', 'PPARD']",3.060500000000002,242.702,0.0,3.0,35.53,4.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,0.6999215664214294,1,0.99980384
DB09074,Olaparib,Olaparib,4,vLess-DILI-concern,1,0.3726371923970406,0.1034510409807991,0.0728918946084437,459,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,"['PARP1', 'PARP2', 'PARP3', 'AKR1C3']","['PARP1', 'PARP2', 'PARP3', 'AKR1C3']",2.3473999999999995,434.4710000000001,1.0,4.0,86.37,4.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.3726371923970406,0,0.60747087
DB09185,Viloxazine,Viloxazine hydrochloride,4,vNo-DILI-concern,0,0.1810560228941063,0.0993307938056451,0.0849885218362336,576,CCOC1=CC=CC=C1OCC2CNCCO2.Cl,"['ADRA1B', 'ADRB2', 'MAOA', 'MAOB']","['ADRA1B', 'ADRB2', 'MAOA', 'MAOB']",1.8742999999999994,273.75999999999993,1.0,4.0,39.72,5.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.1810560228941063,0,0.9944938
DB09213,Dexibuprofen,Ibuprofen,5,vLess-DILI-concern,1,7.280382696030164,0.7758332233313541,0.373611750090227,356,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,"['PTGS2', 'THBD', 'PLAT', 'PPARG', 'PPARA']","['PTGS2', 'THBD', 'PLAT', 'PPARG', 'PPARA']",3.073200000000001,206.28499999999997,1.0,1.0,37.3,4.0,5,3,0,1,0,3,0.6,0.6,1,0,1,7.280382696030164,1,0.9881462
DB11093,Calcium citrate,Calcium acetate,16,vNo-DILI-concern,0,-0.8788607209870926,0.3374049995408438,0.4075822351138252,1842,CC(=O)[O-].CC(=O)[O-].[Ca+2],"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']","['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",-2.8683999999999985,158.166,0.0,4.0,80.25999999999999,0.0,16,0,0,0,0,0,0.0,0.0,0,0,0,-0.8788607209870926,0,0.0165997
DB11124,Racepinephrine,Epinephrine,4,vNo-DILI-concern,0,0.0242045082210712,0.0499660371507879,0.0469128142156312,470,CNCC(C1=CC(=C(C=C1)O)O)O,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']",0.35059999999999986,183.207,4.0,4.0,72.72,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.0242045082210712,0,0.014227816
DB11348,Calcium Phosphate,Calcium acetate,16,vNo-DILI-concern,0,-0.8788607209870926,0.3374049995408438,0.4075822351138252,1842,CC(=O)[O-].CC(=O)[O-].[Ca+2],"['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']","['CALR', 'CIB1', 'PDCD6', 'SRI', 'CHP1', 'SPARC', 'CANX', 'RGN', 'PEF1', 'S100A6', 'TPT1', 'S100A13', 'CALM2', 'CALM3', 'NCS1', 'CALM1']",-2.8683999999999985,158.166,0.0,4.0,80.25999999999999,0.0,16,0,0,0,0,0,0.0,0.0,0,0,0,-0.8788607209870926,0,0.0348609
DB11693,Voclosporin,Voclosporin,3,vNo-DILI-concern,0,-0.0181456520018882,0.0402168320727868,0.0420432793750905,358,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,"['CAMLG', 'PPP3CA', 'PPP3R1']","['CAMLG', 'PPP3CA', 'PPP3R1']",3.4351000000000047,1214.6459999999984,5.0,12.0,278.8,16.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0181456520018882,0,0.7665287
DB11718,Encorafenib,Regorafenib,9,vMost-DILI-concern,1,0.1096169873432114,0.1047484596141026,0.0915510931158427,934,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,"['BRAF', 'CCND1', 'RAF1', 'MAPK8', 'MAPK9', 'LIMK1', 'LIMK2', 'MAP2K4', 'STK36']","['BRAF', 'CCND1', 'RAF1', 'MAPK8', 'MAPK9', 'LIMK1', 'LIMK2', 'MAP2K4', 'STK36']",5.688800000000001,482.8210000000001,3.0,4.0,92.35,5.0,9,0,0,0,0,0,0.0,0.0,0,0,1,0.1096169873432114,0,0.982071
DB11741,Famitinib,Dacomitinib,5,vLess-DILI-concern,1,0.734371602693186,0.2766451961277563,0.1885956317565485,474,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,"['PDGFRA', 'PDGFRB', 'FLT1', 'FLT4', 'KDR']","['PDGFRA', 'PDGFRB', 'FLT1', 'FLT4', 'KDR']",5.155100000000003,469.9480000000003,2.0,6.0,79.38000000000001,7.0,5,1,0,0,0,1,0.2,0.2,1,0,1,0.734371602693186,1,0.9129966
DB11763,Momelotinib,Erlotinib hydrochloride,5,vMost-DILI-concern,1,-0.0125182969712605,0.0474336264965464,0.0490993931203302,358,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl,"['JAK1', 'JAK2', 'JAK3', 'TYK2', 'ACVR1']","['JAK1', 'JAK2', 'JAK3', 'TYK2', 'ACVR1']",3.8269000000000024,429.90400000000017,1.0,7.0,74.73,10.0,5,0,0,0,0,0,0.0,0.0,0,0,1,-0.0125182969712605,0,0.88871074
DB12025,Triptolide,Triprolidine hydrochloride,5,vNo-DILI-concern,0,0.1583474321869798,0.084603284200976,0.0628901304433549,414,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.Cl,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']","['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL']",4.339320000000004,314.85999999999996,0.0,2.0,16.130000000000003,4.0,5,0,0,0,0,0,0.0,0.0,0,0,1,0.1583474321869798,0,0.39771742
DB12147,Erdafitinib,Ceritinib,8,vMost-DILI-concern,1,0.0437161112303141,0.1250895840141243,0.1199008366648343,1012,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'CSF1R', 'PDGFRA', 'PDGFRB', 'KDR']","['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4', 'CSF1R', 'PDGFRA', 'PDGFRB', 'KDR']",6.361920000000006,558.1480000000001,3.0,8.0,105.23999999999998,9.0,8,0,0,0,0,0,0.0,0.0,0,0,1,0.0437161112303141,0,0.95095575
DB12483,Copanlisib,Copanlisib dihydrochloride,3,vNo-DILI-concern,0,-0.0338381042561024,0.0367400654799004,0.0412270317815083,55,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5.Cl.Cl,"['PIK3CA', 'PIK3CD', 'PIK3CB']","['PIK3CA', 'PIK3CD', 'PIK3CB']",1.5283999999999995,553.4510000000005,2.0,11.0,142.01,7.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0338381042561024,0,0.9927683
DB12582,Piperine,Paliperidone,3,vLess-DILI-concern,1,0.9336022179504224,0.2849645652747167,0.1992530283871599,150,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,"['MAOA', 'MAOB', 'NR1I2']","['MAOA', 'MAOB', 'NR1I2']",3.0813200000000016,426.4920000000002,1.0,7.0,84.39,4.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,0.9336022179504224,1,0.99880624
DB12645,Givinostat,Vorinostat,3,vNo-DILI-concern,0,-0.0345998962009781,0.0306575128730945,0.0349831291930914,56,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,"['HDAC1', 'JAK2', 'HDAC1']","['HDAC1', 'JAK2', 'HDAC1']",2.4710999999999994,264.3249999999999,3.0,3.0,78.43,8.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0345998962009781,0,0.8666664
DB13616,Melagatran,Ximelagatran,4,vMost-DILI-concern,1,2.196772769140789,0.455843944006952,0.2111758847975861,390,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,"['F2', 'PLG', 'PRSS1', 'F10']","['F2', 'PLG', 'PRSS1', 'F10']",1.0998000000000032,473.5740000000001,4.0,7.0,146.35000000000002,10.0,4,1,0,0,0,1,0.25,0.25,1,0,0,2.196772769140789,1,0.9994667
DB13873,Fenofibric acid,Fenofibric acid,6,vLess-DILI-concern,1,2.726313338278568,0.5259996170681062,0.3022221165236197,514,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,"['PPARA', 'FABP1', 'MMP25', 'PPARG', 'PPARD', 'NR1I2']","['PPARA', 'FABP1', 'MMP25', 'PPARG', 'PPARD', 'NR1I2']",3.8130000000000024,318.756,1.0,3.0,63.6,5.0,6,2,0,2,0,2,0.3333333333333333,0.3333333333333333,1,0,1,2.726313338278568,1,0.9693588
DB13944,Testosterone enanthate,Testosterone enanthate,3,vMost-DILI-concern,1,-0.2055457138428778,0.0618812836860937,0.0837462313322397,382,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"['AR', 'ESR1', 'NR3C2']","['AR', 'ESR1', 'NR3C2']",6.400500000000007,400.6030000000003,0.0,3.0,43.370000000000005,6.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.2055457138428778,0,0.94970345
DB13956,Estradiol valerate,Estradiol valerate,8,vLess-DILI-concern,1,1.198006195058663,0.3643267519611912,0.2723075295678592,786,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,"['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']","['ESR1', 'NR1I2', 'CHRNA4', 'NCOA2', 'GPER1', 'MT-ATP6', 'BECN1', 'HSD17B2']",5.350300000000006,356.50600000000003,1.0,3.0,46.53,4.0,8,1,0,1,0,1,0.125,0.125,1,0,1,1.198006195058663,1,0.99793065
DB14185,Aripiprazole lauroxil,Aripiprazole lauroxil,3,vLess-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B']","['ADRA1A', 'ADRA1B', 'ADRA2B']",8.675400000000005,660.7270000000003,0.0,6.0,62.32000000000001,19.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.9965635
DB14509,Lithium carbonate,Lanthanum carbonate,3,vNo-DILI-concern,0,0.053392975298959,0.0271048849097816,0.0205994399049871,239,C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],"['IMPA2', 'IMPA1', 'GSK3B']","['IMPA2', 'IMPA1', 'GSK3B']",-7.341000000000001,457.83599999999996,0.0,9.0,189.57,0.0,3,0,0,0,0,0,0.0,0.0,0,0,0,0.053392975298959,0,0.8306287
DB14539,Hydrocortisone acetate,Hydrocortisone acetate,3,vNo-DILI-concern,0,-0.2006878821222466,0.1053024419333509,0.1157155756903777,376,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,"['ANXA1', 'NR3C1', 'HSD11B2']","['ANXA1', 'NR3C1', 'HSD11B2']",2.3524000000000007,404.5030000000002,2.0,6.0,100.9,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2006878821222466,0,0.058134962
DB14542,Hydrocortisone phosphate,Hydrocortisone acetate,3,vNo-DILI-concern,0,-0.2006878821222466,0.1053024419333509,0.1157155756903777,376,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,"['ANXA1', 'NR3C1', 'HSD11B2']","['ANXA1', 'NR3C1', 'HSD11B2']",2.3524000000000007,404.5030000000002,2.0,6.0,100.9,3.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.2006878821222466,0,0.06770476
DB15035,Zanubrutinib,Zanubrutinib,10,vMost-DILI-concern,1,0.087672706212784,0.1257831247212348,0.1144823381205465,1104,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,"['EGFR', 'ERBB2', 'JAK2', 'TEC', 'JAK3', 'PTK6', 'FGR', 'FRK', 'LCK', 'TXK']","['EGFR', 'ERBB2', 'JAK2', 'TEC', 'JAK3', 'PTK6', 'FGR', 'FRK', 'LCK', 'TXK']",4.222600000000002,471.5610000000002,2.0,6.0,102.48,6.0,10,0,0,0,0,0,0.0,0.0,0,0,1,0.087672706212784,0,0.91466343
DB15588,Ursolic acid,Folic acid,3,vNo-DILI-concern,0,-0.0119664249145452,0.1209141687499471,0.1218747367600959,382,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,"['HSD11B1', 'PTPN1', 'HRAS']","['HSD11B1', 'PTPN1', 'HRAS']",-0.044799999999998674,441.40400000000017,6.0,9.0,213.28,9.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0119664249145452,0,0.19470507
DB16159,Esflurbiprofen,Flurbiprofen sodium,7,vLess-DILI-concern,1,0.7654301160556056,0.3965255277940871,0.3067409252349452,927,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].[Na+],"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'PTGS2']","['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'PTGS2']",-0.6499000000000004,266.24699999999996,0.0,2.0,40.129999999999995,3.0,7,1,0,0,0,1,0.14285714285714285,0.14285714285714285,1,0,0,0.7654301160556056,1,0.9687082
DB16407,Azvudine,Stavudine,3,vMost-DILI-concern,1,1.4405465816449947,0.2202451509527361,0.0929254361285153,255,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,"['ABCG2', 'ABCC2', 'ABCB1']","['ABCG2', 'ABCC2', 'ABCB1']",-0.7090800000000002,224.216,2.0,5.0,84.32000000000001,2.0,3,1,0,0,2,1,0.3333333333333333,0.3333333333333333,1,1,0,1.4405465816449947,1,0.9820233
